User Name,Profile link,Rating,Hotel Name
Yasser Yahiya,https://www.tripadvisor.in/Profile/47yassery,5,Misty Mountain Resort Munnar
Shivam Bharti,https://www.tripadvisor.in/Profile/563shivamb,3,Misty Mountain Resort Munnar
Avinash Pandey,https://www.tripadvisor.in/Profile/UNIAv,5,Misty Mountain Resort Munnar
maadh88@gmail.com,https://www.tripadvisor.in/Profile/fayroza123,5,Cuckmere Resort
Sreedev R,https://www.tripadvisor.in/Profile/sreedevrajesh,5,Cuckmere Resort
Manu S,https://www.tripadvisor.in/Profile/N6394JGmanus,5,Cuckmere Resort
Ramesh kamal,https://www.tripadvisor.in/Profile/rameshkamal,5,Cuckmere Resort
satya,https://www.tripadvisor.in/Profile/avvsatya,5,Cuckmere Resort
Barney-Rob W,https://www.tripadvisor.in/Profile/robertwalton,5,Grand Plaza Munnar
janaki_24,https://www.tripadvisor.in/Profile/janaki_24,4,Grand Plaza Munnar
Love2smile,https://www.tripadvisor.in/Profile/Havasta8,5,Grand Plaza Munnar
CoolJay2020,https://www.tripadvisor.in/Profile/CoolJay2020,4,Grand Plaza Munnar
Roshniii,https://www.tripadvisor.in/Profile/rsmartypants11,5,Grand Plaza Munnar
ann,https://www.tripadvisor.in/Profile/ann0090,5,Mountain Club Resort
Kavita,https://www.tripadvisor.in/Profile/Bsihr,4,Mountain Club Resort
Sivaramakrishna... V,https://www.tripadvisor.in/Profile/920sivaramakrishnanv,5,Mountain Club Resort
VabbyG,https://www.tripadvisor.in/Profile/Curious50879546006,5,Mountain Club Resort
Santhosh I,https://www.tripadvisor.in/Profile/santhoshi2018,5,Mountain Club Resort
Ruchir B,https://www.tripadvisor.in/Profile/ruchirb457,3,Sterling Munnar
shivangi_sharma,https://www.tripadvisor.in/Profile/shivangi_sharma,1,Sterling Munnar
Prakash Navhal,https://www.tripadvisor.in/Profile/Travel552167,4,Sterling Munnar
Abelkutt,https://www.tripadvisor.in/Profile/Abelkutt,4,Sterling Munnar
Salman Khan,https://www.tripadvisor.in/Profile/isalmankhan,5,Sterling Munnar
Mahesh Reddy K,https://www.tripadvisor.in/Profile/maheshreddyk2020,4,Glenmore Resorts
Khawaza Ali S,https://www.tripadvisor.in/Profile/khawazaalis,4,Glenmore Resorts
Prakash,https://www.tripadvisor.in/Profile/prakashgbca,5,Glenmore Resorts
vignesh V,https://www.tripadvisor.in/Profile/803vigneshv,5,Glenmore Resorts
Madhurika,https://www.tripadvisor.in/Profile/madhu2210,5,Glenmore Resorts
